ID_Cliente;Ingreso_Mensual;Gasto_Marketing;Edad;Puntaje_Satisfaccion;Tiempo_Plataforma;Tipo_Suscripcion;Genero;Decision_Compra;Sector_Industrial;Nivel_Fidelidad
335;25388.04;1237.17;28;59;41.8;Premium;Femenino;Sí;Tecnología;Bajo
336;20338.24;1115.73;50;92;40.7;Premium;Masculino;No;Finanzas;Alto
337;17285.26;1046.65;55;74;106.1;básica;Masculino;Sí;Tecnología;Bajo
338;19553.76;1124.38;44;69;99.0;básica;Femenino;No;Retail;Medio
339;22858.19;1102.96;51;97;49.8;estándar;Masculino;Sí;Finanzas;Medio
340;18463.24;1242.6;32;68;52.5;básica;Masculino;Sí;Retail;Alto
341;17300.01;1240.14;49;72;49.1;estándar;Masculino;Sí;Finanzas;Medio
342;22096.59;1200.76;38;73;187.2;estándar;Femenino;No;Retail;Bajo
343;22102.35;1309.23;63;60;136.6;Premium;Masculino;Sí;Finanzas;Medio
344;18718.76;1497.66;22;95;224.4;estándar;Masculino;No;Finanzas;Alto
345;18880.33;1437.39;23;83;455.0;estándar;Masculino;No;Finanzas;Medio
346;22044.22;828.78;55;77;87.1;estándar;Masculino;No;Finanzas;Medio
347;14483.62;561.52;39;54;18.3;básica;Femenino;Sí;Finanzas;Alto
348;14666.41;1433.58;35;54;15.9;estándar;Masculino;No;Retail;Medio
349;17767.0;858.28;31;100;52.1;estándar;Femenino;No;Tecnología;Medio
350;20039.49;1143.81;27;70;333.6;básica;Femenino;Sí;Tecnología;Medio
351;22399.08;907.47;63;61;98.9;básica;Masculino;Sí;Retail;Medio
352;27639.1;749.5;30;99;48.1;básica;Masculino;Sí;Finanzas;Alto
353;24859.47;1335.37;48;53;71.1;Premium;Femenino;Sí;Retail;Medio
354;20280.28;1389.79;47;98;119.5;básica;Masculino;Sí;Finanzas;Medio
355;20914.43;1055.87;20;91;137.0;básica;Femenino;No;Finanzas;Medio
356;16488.62;552.24;47;69;30.1;estándar;Femenino;Sí;Tecnología;Medio
357;20916.69;1063.44;23;87;462.8;estándar;Masculino;Sí;Tecnología;Alto
358;19701.04;1297.95;46;74;104.4;básica;Femenino;No;Tecnología;Bajo
359;22452.23;830.27;25;63;27.5;Premium;Femenino;Sí;Tecnología;Medio
360;17277.46;1245.84;61;60;278.9;Premium;Femenino;No;Retail;Medio
361;23337.06;1196.17;62;81;19.3;estándar;Masculino;Sí;Finanzas;Medio
362;27897.33;1344.82;60;60;296.0;estándar;Femenino;Sí;Finanzas;Medio
363;20510.58;1229.9;61;67;690.9;básica;Femenino;Sí;Retail;Alto
364;22807.7;956.73;50;76;154.6;básica;Masculino;Sí;Tecnología;Alto
365;24105.65;1499.14;34;67;186.6;estándar;Masculino;Sí;Tecnología;Alto
366;19194.51;1160.37;65;72;59.4;básica;Femenino;No;Retail;Medio
367;22008.42;1193.17;28;60;350.8;básica;Masculino;Sí;Tecnología;Alto
368;21056.67;966.68;30;70;100.5;estándar;Femenino;No;Tecnología;Alto
369;21439.54;1089.18;28;93;168.2;básica;No responde;Sí;Retail;Medio
370;17521.46;978.8;48;54;319.4;Premium;Femenino;Sí;Tecnología;Alto
371;21110.3;1156.76;45;72;453.5;básica;Femenino;No;Finanzas;Medio
372;23240.99;1627.93;61;90;224.9;estándar;Femenino;Sí;Tecnología;Medio
373;27530.15;857.02;23;74;53.3;estándar;Femenino;No;Tecnología;Alto
374;25316.72;796.61;58;90;417.7;estándar;Masculino;No;Tecnología;Medio
375;30689.32;1567.79;33;59;128.7;básica;Femenino;No;Tecnología;Alto
376;17546.94;1147.67;21;71;330.2;estándar;Femenino;Sí;Retail;Bajo
377;24925.44;1032.73;52;68;145.3;Premium;Masculino;Sí;Retail;Medio
378;21825.04;1459.98;65;50;54.0;estándar;Masculino;No;Retail;Alto
379;30854.11;1048.6;43;56;65.4;estándar;Femenino;No;Retail;Alto
380;17362.66;1656.5;29;53;105.9;estándar;Femenino;Sí;Tecnología;Medio
381;17221.25;1369.48;28;50;197.3;estándar;Femenino;Sí;Retail;Alto
382;18302.73;1078.02;54;64;55.9;estándar;Femenino;Sí;Tecnología;Alto
383;11442.47;1739.33;42;89;114.0;Premium;Femenino;Sí;Tecnología;Medio
384;18634.1;1048.57;35;61;60.9;básica;Masculino;Sí;Finanzas;Bajo
385;17583.9;1385.52;36;71;213.0;estándar;Masculino;Sí;Finanzas;Medio
386;21676.77;1274.82;40;71;85.4;estándar;Femenino;No;Retail;Medio
387;22537.9;1525.44;55;99;19.6;estándar;Femenino;No;Tecnología;Bajo
388;29442.77;1590.38;35;96;31.8;Premium;Femenino;Sí;Tecnología;Alto
389;25276.91;1208.0;43;66;17.6;Premium;Femenino;Sí;Finanzas;Bajo
390;18403.93;1011.65;23;78;93.0;estándar;Femenino;Sí;Tecnología;Medio
391;16957.13;1314.99;21;95;23.5;básica;Masculino;No;Tecnología;Medio
392;23213.64;1030.57;61;63;24.5;básica;Masculino;No;Tecnología;Bajo
393;15058.95;1703.35;46;99;349.7;estándar;No responde;No;Tecnología;Alto
394;29241.56;1234.13;51;69;257.3;Premium;Masculino;No;Tecnología;Alto
395;26307.48;1108.67;34;99;82.2;básica;Femenino;Sí;Retail;Medio
396;18888.71;1246.17;60;97;520.6;básica;Masculino;No;Retail;Medio
397;13290.89;863.22;60;82;10.0;básica;Femenino;Sí;Finanzas;Medio
398;27092.43;957.1;33;92;124.2;Premium;Femenino;Sí;Tecnología;Alto
399;20484.57;1500.1;19;64;125.0;básica;Masculino;No;Tecnología;Medio
400;26570.17;1035.78;51;61;83.4;estándar;Femenino;Sí;Retail;Medio
401;13825.08;938.27;25;89;70.7;estándar;Masculino;Sí;Retail;Medio
402;18302.81;1334.16;30;69;82.9;Premium;Femenino;Sí;Retail;Bajo
403;21023.6;1496.43;59;79;74.3;estándar;Masculino;Sí;Finanzas;Medio
404;21211.41;1379.74;25;87;167.3;estándar;Masculino;No;Tecnología;Alto
405;18974.71;1449.01;47;52;27.5;básica;Masculino;Sí;Finanzas;Medio
406;23802.82;1010.8;49;77;36.4;estándar;Masculino;Sí;Retail;Medio
407;16195.71;844.55;53;75;33.9;estándar;Femenino;Sí;Tecnología;Alto
408;20359.29;1575.33;64;79;46.5;Premium;Masculino;Sí;Finanzas;Alto
409;21541.33;1119.33;47;62;99.4;básica;No responde;Sí;Retail;Bajo
410;23314.97;1137.29;18;62;24.1;básica;Masculino;No;Tecnología;Bajo
411;24202.27;1532.05;60;51;253.1;básica;Masculino;Sí;Tecnología;Medio
412;15939.11;1339.06;56;86;52.3;estándar;Masculino;No;Tecnología;Alto
413;14096.49;1313.97;34;98;31.3;Premium;Masculino;No;Retail;Bajo
414;26749.55;1741.25;37;87;145.1;básica;Masculino;No;Tecnología;Bajo
415;22495.41;1039.12;41;51;14.7;estándar;Masculino;Sí;Tecnología;Medio
416;17631.81;1431.96;39;85;126.1;básica;Masculino;Sí;Tecnología;Bajo
417;27980.18;1214.25;46;75;153.8;básica;Femenino;No;Retail;Bajo
418;21520.54;1267.15;39;60;39.0;estándar;Femenino;Sí;Finanzas;Bajo
419;26306.84;1582.12;61;57;15.1;básica;Femenino;No;Finanzas;Bajo
420;21303.83;1326.96;26;93;64.2;estándar;Femenino;No;Tecnología;Medio
421;30273.37;1334.57;54;89;22.5;estándar;Femenino;No;Finanzas;Medio
422;28899.03;1468.13;27;92;24.9;estándar;Masculino;No;Retail;Medio
423;19879.66;1108.76;53;71;45.2;básica;Femenino;Sí;Finanzas;Medio
424;25372.07;990.2;54;69;52.0;Premium;Femenino;Sí;Retail;Medio
425;23904.19;938.8;45;57;100.6;estándar;Masculino;No;Retail;Bajo
426;27158.84;708.41;45;78;146.1;estándar;No responde;Sí;Finanzas;Medio
427;16657.84;1714.05;59;89;117.8;básica;Masculino;Sí;Tecnología;Medio
428;24087.23;924.2;60;75;29.3;básica;No responde;Sí;Retail;Medio
429;25762.91;1144.69;38;79;32.7;básica;Masculino;Sí;Finanzas;Medio
430;13085.67;1130.8;41;66;263.2;básica;Femenino;No;Finanzas;Medio
431;15675.34;1276.85;59;69;108.1;estándar;Masculino;No;Finanzas;Alto
432;11823.46;1403.93;57;65;254.8;Premium;Masculino;Sí;Retail;Medio
433;19787.67;1415.12;19;95;65.7;estándar;Femenino;No;Tecnología;Alto
434;24228.94;1054.23;25;92;124.4;básica;Femenino;No;Tecnología;Alto
435;27760.61;1158.22;65;56;99.0;estándar;Masculino;Sí;Retail;Medio
436;21333.43;1270.64;44;65;56.1;básica;Femenino;Sí;Retail;Alto
437;28328.77;1137.83;39;94;86.2;estándar;Masculino;Sí;Tecnología;Medio
438;14789.54;1601.84;54;96;93.8;estándar;Femenino;No;Tecnología;Alto
439;13334.78;1322.74;44;97;36.9;estándar;Masculino;Sí;Retail;Alto
440;20750.04;1383.72;46;76;55.4;Premium;Masculino;Sí;Finanzas;Medio
441;22728.29;1365.72;20;72;198.1;básica;Femenino;No;Finanzas;Medio
442;20852.87;1493.37;61;73;306.9;estándar;Femenino;Sí;Finanzas;Bajo
443;11696.51;1245.26;30;58;63.5;Premium;Masculino;Sí;Finanzas;Medio
444;20598.96;875.79;62;84;54.0;estándar;Masculino;Sí;Retail;Alto
445;15129.89;1299.92;27;100;36.1;estándar;Masculino;Sí;Finanzas;Medio
446;24013.53;1037.16;53;69;146.2;Premium;Masculino;No;Retail;Medio
447;22649.69;1067.85;26;86;56.8;básica;Masculino;Sí;Finanzas;Medio
448;16770.54;1346.59;44;91;538.3;Premium;Femenino;Sí;Finanzas;Bajo
449;18687.6;1509.57;51;66;57.3;básica;Femenino;No;Finanzas;Medio
450;16233.54;1205.32;18;96;70.1;estándar;Femenino;No;Tecnología;Medio
451;20717.94;1277.21;49;80;121.0;Premium;Masculino;Sí;Tecnología;Medio
452;25298.14;1625.55;42;57;204.1;básica;Femenino;Sí;Tecnología;Bajo
453;16564.23;1260.19;46;64;86.1;estándar;Femenino;Sí;Tecnología;Medio
454;23268.21;1850.42;24;80;75.9;básica;Masculino;No;Tecnología;Alto
455;18613.84;1341.38;20;79;662.2;Premium;Masculino;Sí;Tecnología;Medio
456;17432.07;759.81;37;95;11.3;Premium;Femenino;Sí;Tecnología;Medio
457;20518.36;1388.34;37;69;280.5;estándar;Femenino;Sí;Retail;Bajo
458;16341.41;1295.29;47;88;29.4;estándar;Femenino;Sí;Retail;Medio
459;18508.58;1522.44;52;61;195.0;Premium;Femenino;No;Tecnología;Alto
460;15609.55;1368.3;52;98;125.5;estándar;Masculino;No;Retail;Bajo
461;29841.26;1165.39;56;66;60.2;estándar;Femenino;No;Retail;Bajo
462;21158.69;893.93;44;91;258.5;estándar;Masculino;Sí;Retail;Alto
463;17851.24;1147.74;43;79;11.6;estándar;Masculino;Sí;Finanzas;Bajo
464;21962.91;987.37;31;78;40.8;básica;Femenino;Sí;Tecnología;Medio
465;20494.52;1054.87;34;68;110.4;básica;No responde;Sí;Tecnología;Medio
466;20005.64;1347.14;35;95;62.0;básica;Femenino;Sí;Retail;Bajo
467;23763.75;1617.48;62;60;123.1;Premium;Femenino;Sí;Tecnología;Medio
468;24408.78;1298.67;46;83;12.9;estándar;Femenino;Sí;Retail;Alto
469;18612.74;901.03;37;99;24.9;estándar;Femenino;No;Tecnología;Medio
470;18408.82;1311.15;44;56;26.3;estándar;Femenino;No;Tecnología;Medio
471;19762.27;1499.16;35;93;35.2;básica;Femenino;No;Tecnología;Alto
472;10641.35;1047.55;21;83;83.8;básica;Masculino;Sí;Tecnología;Medio
473;14181.64;1166.5;18;69;177.4;estándar;Masculino;No;Retail;Medio
474;27150.93;1203.67;18;99;293.1;estándar;Masculino;Sí;Retail;Medio
475;28402.35;1003.78;43;87;226.5;Premium;Femenino;Sí;Tecnología;Medio
476;19879.34;1362.07;62;73;36.3;estándar;Masculino;No;Tecnología;Bajo
477;23594.51;1169.76;37;59;79.8;estándar;Masculino;Sí;Tecnología;Medio
478;22400.63;1304.88;40;81;36.7;estándar;Masculino;Sí;Tecnología;Medio
479;34854.96;978.13;27;64;46.9;Premium;Masculino;Sí;Finanzas;Alto
480;26038.09;1090.64;28;86;94.0;estándar;Masculino;Sí;Tecnología;Medio
481;20424.37;1380.6;58;69;18.5;básica;Femenino;Sí;Retail;Bajo
482;16700.07;1106.79;58;52;39.5;estándar;Masculino;No;Finanzas;Medio
483;13770.99;1631.74;22;86;338.7;estándar;Femenino;No;Tecnología;Medio
484;21915.59;1100.09;18;89;85.3;estándar;No responde;Sí;Retail;Medio
485;17596.42;1256.17;34;57;80.7;básica;Femenino;Sí;Finanzas;Medio
486;14599.86;1433.15;39;89;11.8;Premium;Femenino;Sí;Finanzas;Alto
487;18090.42;845.41;51;93;44.1;Premium;Femenino;Sí;Retail;Bajo
488;16133.03;759.8;62;72;251.5;básica;Masculino;No;Finanzas;Alto
489;28592.14;818.59;58;89;31.6;Premium;Femenino;Sí;Finanzas;Medio
490;24967.38;1515.65;46;60;74.4;básica;Femenino;No;Tecnología;Medio
491;20964.12;1062.04;21;95;11.7;básica;Masculino;Sí;Finanzas;Medio
492;27659.75;1839.55;22;57;88.1;básica;Masculino;No;Retail;Alto
493;21348.16;1058.94;28;78;12.5;básica;Femenino;No;Retail;Medio
494;17124.22;1246.14;38;79;215.5;Premium;Femenino;Sí;Finanzas;Alto
495;27854.06;1585.53;52;59;219.1;básica;Masculino;Sí;Finanzas;Alto
496;23425.1;1701.52;29;88;196.0;básica;Masculino;No;Tecnología;Medio
497;16332.39;1715.38;43;77;50.0;básica;Masculino;Sí;Tecnología;Medio
498;20143.48;1502.09;36;98;227.9;básica;Masculino;Sí;Retail;Alto
499;17059.72;1456.02;62;85;104.0;básica;Femenino;No;Retail;Alto
500;14777.4;1348.13;24;62;66.2;estándar;Masculino;Sí;Retail;Bajo
501;25167.8;1394.59;64;81;127.8;básica;Masculino;No;Finanzas;Bajo
502;29592.37;1062.2;24;85;11.5;Premium;Masculino;Sí;Finanzas;Alto
503;14706.45;995.45;43;86;28.5;Premium;Femenino;Sí;Retail;Medio
504;23533.36;1199.16;57;75;172.7;básica;Masculino;No;Tecnología;Medio
505;18072.11;1157.45;22;71;43.6;Premium;Masculino;Sí;Retail;Medio
506;18807.94;1086.69;38;53;119.4;básica;Femenino;Sí;Retail;Bajo
507;18334.23;1374.1;31;80;68.4;básica;Masculino;Sí;Retail;Alto
508;17112.04;1438.83;21;67;241.6;básica;Masculino;Sí;Retail;Medio
509;21218.35;1222.1;40;87;375.4;básica;Masculino;Sí;Retail;Medio
510;17260.72;1569.38;59;73;268.1;estándar;Masculino;Sí;Tecnología;Medio
511;22217.06;914.58;37;72;47.9;estándar;Masculino;Sí;Tecnología;Medio
512;20773.93;1151.59;32;71;35.9;básica;Masculino;Sí;Retail;Bajo
513;19924.73;1020.79;62;51;87.2;estándar;Femenino;No;Tecnología;Alto
514;16915.96;733.37;46;80;10.9;básica;Femenino;No;Tecnología;Alto
515;18404.53;1179.33;25;60;13.1;estándar;Femenino;Sí;Tecnología;Alto
516;24399.26;1169.56;58;77;106.7;básica;Masculino;No;Retail;Bajo
517;23254.13;1578.36;65;95;98.2;básica;Masculino;No;Tecnología;Medio
518;16601.0;1357.7;36;81;636.2;básica;Masculino;Sí;Finanzas;Medio
519;21447.0;943.95;65;54;37.1;básica;Masculino;Sí;Retail;Alto
520;24381.24;1663.52;56;87;45.8;estándar;Masculino;Sí;Retail;Bajo
521;13487.68;1505.26;63;59;24.5;Premium;No responde;No;Retail;Bajo
522;23445.12;1345.52;45;89;309.5;básica;Femenino;Sí;Tecnología;Medio
523;18018.19;1143.38;63;95;190.5;estándar;Masculino;Sí;Retail;Medio
524;23567.69;960.14;44;73;217.3;estándar;Femenino;No;Finanzas;Alto
525;17565.33;1106.95;21;84;289.7;Premium;Masculino;Sí;Finanzas;Medio
526;12878.03;1472.19;32;93;99.3;básica;Masculino;Sí;Finanzas;Medio
527;13676.06;1671.15;52;97;82.0;estándar;Masculino;Sí;Retail;Alto
528;21216.38;1585.81;54;72;58.1;Premium;Femenino;Sí;Tecnología;Medio
529;22168.75;1077.79;18;66;116.8;estándar;Femenino;No;Tecnología;Alto
530;16930.58;920.1;20;50;82.7;estándar;Masculino;No;Retail;Medio
531;23873.67;1235.22;64;80;82.1;básica;Masculino;Sí;Tecnología;Medio
532;13523.16;757.89;41;80;341.6;básica;Femenino;Sí;Tecnología;Alto
533;20702.64;1280.79;44;91;506.5;estándar;Masculino;No;Finanzas;Medio
534;15550.43;1163.1;57;91;201.0;estándar;Femenino;Sí;Tecnología;Medio
535;18066.74;1083.49;53;83;179.6;básica;Masculino;Sí;Tecnología;Alto
536;21213.29;801.32;51;58;146.9;estándar;Masculino;Sí;Finanzas;Bajo
537;17128.14;1328.4;46;71;31.8;estándar;Masculino;Sí;Finanzas;Alto
538;19269.5;1066.82;41;62;17.3;estándar;No responde;Sí;Tecnología;Medio
539;25528.32;907.52;41;74;150.8;estándar;Masculino;Sí;Finanzas;Alto
540;18403.99;481.93;59;97;166.6;Premium;Masculino;Sí;Finanzas;Alto
541;24760.61;1193.12;21;67;15.8;básica;Femenino;Sí;Retail;Alto
542;15916.32;1643.06;20;100;325.8;Premium;Femenino;Sí;Tecnología;Alto
543;23384.12;1615.31;51;61;21.5;básica;Femenino;Sí;Tecnología;Medio
544;27487.06;1085.73;40;89;50.4;básica;Masculino;Sí;Retail;Alto
545;9877.6;1049.45;40;66;143.9;básica;Femenino;Sí;Tecnología;Medio
546;17413.97;1317.19;62;64;32.3;básica;Femenino;Sí;Finanzas;Alto
547;23596.82;950.4;22;91;16.8;básica;Femenino;Sí;Finanzas;Alto
548;20086.3;1275.45;48;64;58.3;básica;Femenino;Sí;Finanzas;Medio
549;22670.16;1391.52;58;64;184.3;Premium;Femenino;No;Finanzas;Bajo
550;18282.07;1506.73;23;88;74.1;básica;Masculino;No;Finanzas;Medio
551;21389.65;1174.96;54;62;137.0;estándar;Masculino;Sí;Tecnología;Medio
552;20299.45;1149.08;27;66;114.0;básica;Masculino;Sí;Tecnología;Alto
553;26255.02;980.5;57;81;12.7;Premium;Masculino;Sí;Retail;Bajo
554;22144.89;993.28;24;58;546.3;estándar;Femenino;Sí;Tecnología;Alto
555;22519.21;1143.38;56;89;15.1;básica;Masculino;Sí;Retail;Alto
556;19146.55;1291.84;55;69;422.3;estándar;Femenino;Sí;Retail;Medio
557;18805.77;1428.4;38;75;105.8;estándar;Femenino;No;Finanzas;Medio
558;19053.49;999.21;37;76;406.1;estándar;Masculino;Sí;Retail;Bajo
559;22775.03;1573.17;20;70;24.6;estándar;Femenino;Sí;Finanzas;Alto
560;19105.57;1132.22;39;67;90.9;estándar;Masculino;Sí;Tecnología;Bajo
561;22303.99;1194.66;64;62;32.3;estándar;Femenino;No;Retail;Medio
562;30339.3;1013.2;21;65;16.3;estándar;Masculino;Sí;Tecnología;Medio
563;24920.06;593.94;45;58;125.3;básica;Masculino;No;Finanzas;Alto
564;19532.89;1421.01;29;61;38.0;Premium;Femenino;No;Tecnología;Alto
565;26405.46;1384.21;55;93;116.3;estándar;Masculino;Sí;Retail;Bajo
566;19163.66;1129.67;53;87;24.3;estándar;Femenino;Sí;Tecnología;Medio
567;11828.44;1216.75;64;68;58.4;básica;Masculino;Sí;Tecnología;Medio
568;16463.61;1328.98;58;56;192.6;estándar;Femenino;No;Retail;Bajo
569;12581.44;809.36;22;84;78.9;Premium;Masculino;No;Retail;Alto
570;19418.19;1067.74;30;97;128.6;básica;Masculino;Sí;Tecnología;Medio
571;21082.88;1398.57;40;67;135.1;estándar;Femenino;No;Tecnología;Medio
572;28543.97;886.43;47;65;232.8;estándar;Masculino;Sí;Retail;Alto
573;22471.17;1273.39;54;88;57.2;Premium;Masculino;Sí;Retail;Alto
574;20014.05;860.85;42;53;149.5;estándar;Masculino;No;Tecnología;Medio
575;24732.33;1316.61;65;74;401.2;básica;Masculino;No;Retail;Medio
576;11049.89;1191.09;44;81;167.2;Premium;Femenino;Sí;Tecnología;Medio
577;22060.27;796.22;31;89;90.8;estándar;Masculino;No;Retail;Alto
578;24468.89;1491.18;65;62;129.5;básica;Femenino;No;Tecnología;Bajo
579;14346.36;1016.35;64;94;171.5;básica;Femenino;No;Retail;Alto
580;26146.89;997.44;53;66;123.7;estándar;No responde;No;Tecnología;Medio
581;22523.23;1250.14;56;98;12.0;básica;Masculino;No;Finanzas;Medio
582;19131.2;1487.16;33;86;36.0;básica;Femenino;Sí;Tecnología;Alto
583;23847.52;946.04;39;55;209.6;Premium;Femenino;No;Tecnología;Alto
584;31218.12;1215.42;38;68;48.2;básica;Masculino;Sí;Tecnología;Medio
585;21818.4;1307.2;38;62;167.8;estándar;Femenino;No;Finanzas;Bajo
586;22116.99;1373.28;25;75;65.8;básica;Femenino;Sí;Retail;Alto
587;18932.88;1244.11;33;63;98.5;estándar;Femenino;No;Retail;Medio
588;17175.7;1108.24;48;80;18.4;estándar;Masculino;Sí;Finanzas;Medio
589;24736.51;993.1;59;53;34.0;básica;Masculino;Sí;Finanzas;Alto
590;17147.62;1221.54;27;88;388.1;estándar;Femenino;Sí;Retail;Medio
591;21322.05;931.97;49;57;275.0;básica;Masculino;No;Tecnología;Bajo
592;18850.54;469.66;51;74;136.8;Premium;Femenino;No;Finanzas;Medio
593;23155.41;1309.14;26;62;83.9;Premium;Masculino;Sí;Tecnología;Bajo
594;22501.48;1425.98;34;81;145.2;estándar;No responde;No;Retail;Alto
595;25668.93;609.27;28;87;125.7;estándar;Masculino;No;Retail;Medio
596;18704.93;947.57;49;87;110.9;básica;Masculino;Sí;Finanzas;Medio
597;19785.56;1354.79;27;77;17.3;estándar;Masculino;Sí;Retail;Medio
598;16595.56;1714.37;39;79;130.2;estándar;Masculino;No;Retail;Medio
599;19000.68;1205.2;34;52;185.8;básica;Masculino;Sí;Finanzas;Alto
600;22697.85;1018.0;21;77;625.6;estándar;Masculino;No;Tecnología;Medio
601;24406.45;1154.28;65;52;11.3;básica;Femenino;No;Tecnología;Medio
602;16850.26;1543.72;64;94;167.2;estándar;Femenino;No;Retail;Alto
603;24913.23;1038.51;42;83;111.8;básica;Masculino;No;Finanzas;Bajo
604;27100.37;1000.2;38;65;78.3;estándar;Masculino;Sí;Tecnología;Medio
605;22860.46;1079.31;54;71;26.4;básica;Femenino;Sí;Tecnología;Medio
606;29445.58;961.67;55;81;73.1;básica;Femenino;Sí;Tecnología;Alto
607;17517.95;1230.67;18;87;62.5;estándar;Masculino;Sí;Tecnología;Alto
608;15399.05;1606.17;42;57;53.3;Premium;Masculino;Sí;Finanzas;Medio
609;12995.76;1280.77;53;57;167.5;estándar;Masculino;No;Retail;Medio
610;27732.2;1136.91;34;55;154.8;básica;Masculino;No;Retail;Medio
611;23944.65;1127.05;58;63;116.7;básica;Masculino;Sí;Retail;Medio
612;20749.87;809.2;41;81;345.0;Premium;Masculino;Sí;Finanzas;Alto
613;22259.86;1420.78;19;84;61.7;estándar;Masculino;Sí;Tecnología;Medio
614;15935.3;1180.54;57;59;43.5;básica;Masculino;Sí;Tecnología;Medio
615;32005.88;1154.88;32;52;138.0;Premium;Masculino;Sí;Retail;Medio
616;21581.5;1998.28;49;61;36.6;Premium;Femenino;No;Tecnología;Alto
617;21492.28;1274.69;56;98;55.4;Premium;Femenino;Sí;Retail;Alto
618;24265.95;1012.05;23;80;40.5;Premium;No responde;No;Tecnología;Medio
619;23164.54;1093.41;18;78;18.6;Premium;Femenino;Sí;Tecnología;Alto
620;22007.48;1487.11;64;54;220.9;básica;Femenino;No;Tecnología;Alto
621;17442.86;1228.32;40;74;45.3;básica;Masculino;No;Finanzas;Alto
622;23121.61;840.43;56;90;86.9;estándar;Masculino;No;Tecnología;Medio
623;29469.11;1429.81;34;80;15.3;estándar;Femenino;No;Finanzas;Medio
624;27054.39;1032.96;51;70;154.2;estándar;Femenino;No;Tecnología;Medio
625;28169.34;1668.32;58;69;58.2;estándar;Femenino;No;Finanzas;Alto
626;18699.53;1470.01;46;88;173.9;estándar;Masculino;No;Finanzas;Medio
627;16546.78;1088.17;26;71;73.8;estándar;Femenino;Sí;Finanzas;Alto
628;20433.96;1520.25;30;53;36.1;básica;Femenino;Sí;Finanzas;Bajo
629;21250.76;1216.96;23;62;96.4;básica;Femenino;Sí;Tecnología;Medio
630;25923.86;1413.19;23;94;26.8;estándar;Masculino;Sí;Tecnología;Medio
631;13383.91;1321.18;37;91;79.7;estándar;Femenino;Sí;Retail;Alto
632;27882.98;988.41;20;99;55.8;básica;Femenino;No;Tecnología;Alto
633;20288.96;1039.11;34;98;301.6;estándar;Masculino;No;Tecnología;Medio
634;19079.04;1457.49;29;69;17.5;estándar;No responde;Sí;Finanzas;Medio
635;16445.53;1116.31;65;62;152.1;estándar;Masculino;Sí;Retail;Alto
636;13553.14;1099.09;64;66;34.2;básica;No responde;No;Retail;Bajo
637;24704.27;961.22;62;85;56.1;estándar;Masculino;Sí;Finanzas;Bajo
638;21329.93;1305.9;18;82;74.4;básica;Femenino;No;Retail;Medio
639;15195.18;1715.63;34;50;296.3;Premium;Masculino;Sí;Retail;Bajo
640;15172.15;933.12;20;64;43.3;básica;Femenino;No;Finanzas;Alto
641;19488.97;1206.05;43;62;21.5;estándar;Masculino;Sí;Tecnología;Alto
642;28510.6;1553.06;32;66;56.0;básica;Femenino;No;Tecnología;Alto
643;19831.84;1180.09;53;73;23.3;estándar;Femenino;Sí;Finanzas;Medio
644;14235.86;1313.09;49;57;26.5;estándar;Masculino;Sí;Finanzas;Alto
645;19894.16;934.4;49;99;112.4;básica;Femenino;Sí;Finanzas;Bajo
646;19772.74;1307.08;21;76;17.5;estándar;Masculino;Sí;Retail;Alto
647;8864.01;1153.21;35;94;13.8;básica;Femenino;No;Finanzas;Medio
648;20755.67;1446.43;36;72;160.4;básica;Femenino;No;Tecnología;Bajo
649;19960.79;1496.85;60;95;63.9;estándar;Masculino;Sí;Tecnología;Alto
650;24132.93;1847.39;52;57;26.1;básica;Masculino;Sí;Retail;Alto
651;29320.3;1344.91;57;57;45.1;Premium;Masculino;Sí;Retail;Medio
652;26069.54;1281.45;31;75;133.3;estándar;Femenino;No;Tecnología;Alto
653;19790.0;1248.6;50;96;48.7;estándar;Masculino;No;Tecnología;Alto
654;16020.63;1111.71;31;62;91.9;básica;Masculino;Sí;Tecnología;Alto
655;32580.12;1284.62;51;88;25.6;estándar;Masculino;No;Retail;Medio
656;21266.48;1126.15;21;86;116.4;estándar;Femenino;No;Finanzas;Bajo
657;21062.68;1242.12;41;98;55.6;básica;Masculino;No;Retail;Bajo
658;20891.44;1529.4;46;77;128.3;Premium;Masculino;No;Tecnología;Alto
659;21891.38;948.36;36;74;208.3;básica;Masculino;No;Retail;Medio
660;20350.38;1484.97;23;65;123.5;Premium;Masculino;No;Retail;Medio
661;18418.52;1529.28;50;51;52.1;básica;Masculino;Sí;Retail;Bajo
662;18539.13;1170.48;57;67;45.4;Premium;Femenino;No;Tecnología;Alto
663;20852.61;669.54;36;66;57.6;estándar;Femenino;Sí;Retail;Medio
664;18554.59;1048.04;18;79;31.6;básica;Masculino;Sí;Finanzas;Medio
665;17792.19;1524.25;22;88;34.0;básica;Femenino;Sí;Tecnología;Bajo
666;21478.94;1194.28;44;62;197.7;estándar;Femenino;No;Tecnología;Alto
667;19852.6;950.17;33;81;68.3;Premium;Femenino;Sí;Retail;Alto
668;27767.97;1073.81;23;99;78.7;básica;Femenino;Sí;Retail;Alto
669;9070.64;1410.16;57;78;118.2;básica;Masculino;Sí;Tecnología;Alto
670;25911.78;1336.68;30;95;116.9;estándar;Masculino;Sí;Tecnología;Medio
671;26607.38;1140.27;65;79;18.4;estándar;Masculino;Sí;Tecnología;Medio
